Customer_ID,Name,Age,Gender,City,Income,Purchase_Frequency,Total_Spending,Customer_Satisfaction
1367,Suresh Iyer,37.0,Male,Kolkata,301707.0,17,14190,
1368,Nisha Patel,50.0,Male,Mumbai,530833.0,16,43196,4.0
1369,Aditya Raj,27.0,Male,Chennai,1338963.0,14,44449,5.0
1370,Mohan Menon,,Female,Chennai,436633.0,13,44661,2.0
1371,Sneha Das,49.0,Male,Kolkata,1084874.0,6,34709,1.0
1372,Vijay Menon,50.0,Female,Hyderabad,1139493.0,3,85428,4.0
1373,Nisha Joshi,19.0,M,Bangalore,646210.0,14,80179,4.0
1374,Rahul Kumar,50.0,Male,Delhi,1028799.0,14,14943,2.0
1375,Rahul Joshi,50.0,Female,Delhi,1038245.0,15,48240,5.0
1376,Sneha Sharma,58.0,Male,Kolkata,1129459.0,8,50760,1.0
1377,Manoj Verma,30.0,Male,Chennai,334381.0,29,26042,4.0
1378,Nisha Verma,47.0,Female,Pune,1091708.0,15,48894,1.0
1379,Deepa Joshi,50.0,Female,Delhi,443984.0,22,11869,4.0
1380,Vijay Shah,30.0,Female,Chennai,1358848.0,29,66078,5.0
1381,Manoj Verma,43.0,Female,Hyderabad,1246358.0,27,61759,4.0
1382,Amit Verma,39.0,Female,Bangalore,988096.0,13,49306,4.0
1383,Aditya Singh,56.0,Male,Hyderabad,503091.0,17,60371,3.0
1384,Ravi Mehta,19.0,Female,Kolkata,1102050.0,21,25918,5.0
1385,Manoj Kumar,55.0,Male,Mumbai,-27084.0,24,33379,2.0
1386,Deepa Patel,56.0,Male,Mumbai,1404697.0,3,95810,2.0
1387,Swetha Menon,43.0,Male,Mumbai,720435.0,28,88232,5.0
1388,Isha Iyer,63.0,Female,Hyderabad,851160.0,6,7962,2.0
1389,Sanjay Singh,32.0,Female,Delhi,514237.0,5,18851,5.0
1390,Manoj Patel,51.0,Male,Bangalore,525049.0,22,50747,2.0
1391,Pooja Iyer,59.0,Female,Mumbai,896047.0,26,57349,3.0
1392,Ravi Singh,61.0,,Kolkata,667567.0,17,75832,2.0
1393,Pooja Menon,57.0,Female,Kolkata,332289.0,23,61356,4.0
1394,Karthik Shah,28.0,Female,Mumbai,890794.0,25,19745,5.0
1395,Lakshmi Kapoor,20.0,Male,Mumbai,509480.0,2,10730,1.0
1396,Neha Singh,23.0,Male,Bangalore,383498.0,26,18921,1.0
1397,Pallavi Kapoor,26.0,Female,Mumbai,1388585.0,15,76138,5.0
1398,Swetha Raj,23.0,Male,Bangalore,973858.0,5,88111,3.0
1399,Vijay Singh,26.0,Female,Kolkata,673159.0,26,24023,2.0
1400,Pooja Menon,56.0,Female,Mumbai,971755.0,20,50349,3.0
1401,Neha Gupta,48.0,Male,Hyderabad,294816.0,6,86533,1.0
1402,Rohit Patel,49.0,Male,Pune,254138.0,6,88286,5.0
1403,Rohit Verma,58.0,Male,Hyderabad,1389752.0,27,46979,5.0
1404,Swetha Menon,29.0,Female,Kolkata,1040449.0,18,27837,3.0
1405,Karthik Iyer,25.0,Male,Bangalore,1046883.0,18,19997,3.0
1406,Rohit Das,25.0,Female,Hyderabad,606007.0,4,93603,2.0
1407,Pallavi Verma,45.0,Male,Bangalore,1046710.0,17,50039,4.0
1408,Lakshmi Kapoor,37.0,Male,Hyderabad,471552.0,25,25923,4.0
1409,Pallavi Raj,64.0,Female,Hyderabad,293764.0,14,13876,2.0
1410,Rahul Verma,24.0,Female,Bangalore,373030.0,14,65973,4.0
1411,Mohan Gupta,28.0,Female,Delhi,1168638.0,13,7887,1.0
1412,Suresh Sharma,37.0,Female,Hyderabad,566462.0,7,68723,4.0
1413,Naveen Shah,33.0,Female,Mumbai,1139855.0,12,339848,2.0
1414,Ravi Das,21.0,Female,Pune,,23,56413,4.0
1415,Pallavi Shah,23.0,Female,Kolkata,469128.0,15,7841,5.0
1416,Manoj Iyer,39.0,Female,Delhi,1058301.0,19,33756,3.0
1417,Meena Verma,43.0,Male,Bangalore,255039.0,11,76576,1.0
1418,Lakshmi Iyer,20.0,Female,Delhi,402353.0,15,15304,5.0
1419,Anjali Das,58.0,Female,Chennai,362935.0,12,35341,5.0
1420,Ravi Sharma,59.0,Male,Chennai,303053.0,3,9758,2.0
1421,Sanjay Das,31.0,Female,Hyderabad,1480137.0,17,22010,3.0
1422,Priya Raj,28.0,Male,Hyderabad,336346.0,3,65758,3.0
1423,Mohan Raj,35.0,Male,Mumbai,579231.0,19,36658,1.0
1424,Meena Singh,29.0,Female,Pune,655841.0,20,54002,2.0
1425,Anjali Joshi,40.0,Male,Kolkata,808685.0,4,6375,1.0
1426,Amit Kumar,29.0,Female,Delhi,366214.0,3,27092,4.0
1427,Isha Patel,30.0,Male,Chennai,735001.0,26,5490,5.0
1428,Manoj Kapoor,42.0,Male,Hyderabad,1103329.0,16,8729,1.0
1429,Karthik Menon,62.0,Male,Kolkata,1237410.0,12,10974,
1430,Amit Patel,36.0,Female,Delhi,650826.0,8,90216,2.0
1431,Sneha Rao,63.0,Female,Hyderabad,686542.0,24,88860,4.0
1432,Kavya Kapoor,53.0,Male,Hyderabad,887431.0,29,26398,2.0
1433,Ramesh Iyer,62.0,Male,Chennai,622397.0,29,39650,4.0
1434,Pooja Rao,25.0,Female,Chennai,612441.0,17,26292,4.0
1435,Karthik Gupta,,Female,Hyderabad,1133520.0,7,8159,5.0
1436,Divya Das,49.0,Male,Bangalore,784391.0,11,67766,2.0
1437,Ramesh Verma,61.0,Male,Hyderabad,676674.0,18,99887,2.0
1438,Deepa Singh,35.0,Female,Kolkata,1258109.0,1,22065,1.0
1439,Amit Iyer,23.0,Female,Hyderabad,332409.0,3,26638,2.0
1440,Asha Shah,35.0,Female,Mumbai,1321824.0,4,6073,1.0
1441,Deepa Das,36.0,Female,Pune,948876.0,13,51511,3.0
1442,Neha Shah,39.0,Female,Mumbai,1306600.0,6,89307,3.0
1443,Anjali Iyer,54.0,Male,Mumbai,725430.0,26,34320,3.0
1444,Ravi Verma,49.0,Female,Bangalore,1473451.0,14,74876,2.0
1445,Arun Singh,58.0,Male,Bangalore,1186800.0,5,39924,2.0
1446,Amit Shah,20.0,Female,Hyderabad,1442503.0,16,86720,1.0
1447,Deepa Menon,45.0,Male,Mumbai,1383754.0,15,45734,4.0
1448,Kavya Kumar,27.0,Female,Bangalore,1297380.0,15,73116,1.0
1449,Aditya Nair,52.0,Female,Chennai,1137553.0,4,45025,3.0
1450,Arun Rao,46.0,Male,Hyderabad,1056457.0,8,99503,1.0
1451,Rohit Rao,32.0,Male,Kolkata,1362186.0,27,7159,4.0
1452,Pallavi Shah,50.0,Female,Pune,881525.0,16,53940,2.0
1453,Amit Joshi,24.0,Female,Delhi,948787.0,28,84436,1.0
1454,Amit Iyer,29.0,Female,Hyderabad,1304244.0,16,81976,3.0
1455,Naveen Raj,47.0,Female,Delhi,-65597.0,4,19678,3.0
1456,Swetha Rao,38.0,Female,Mumbai,405489.0,13,66075,2.0
1457,Rohit Gupta,48.0,Male,pune,594126.0,26,52204,1.0
1458,Kavya Raj,41.0,Male,Delhi,558362.0,28,17021,4.0
1459,Sneha Singh,,Female,Mumbai,1163081.0,13,11772,2.0
1460,Ramesh Patel,54.0,Male,Chennai,1387411.0,2,72163,1.0
1461,Aditya Sharma,21.0,Male,Delhi,1065359.0,3,78755,5.0
1462,Naveen Menon,45.0,Male,Pune,351948.0,22,28464,3.0
1463,Manoj Mehta,61.0,Female,Hyderabad,1483770.0,8,56137,4.0
1464,Naveen Kapoor,37.0,Male,Mumbai,543851.0,24,35232,4.0
1465,Arun Raj,41.0,Female,Hyderabad,1436944.0,15,66497,4.0
1466,Isha Rao,49.0,Male,Pune,1455046.0,11,79024,3.0
1467,Rahul Joshi,58.0,Female,Bangalore,547986.0,9,56448,1.0
1468,Vikram Menon,53.0,Male,Mumbai,263261.0,7,89517,2.0
1469,Suresh Shah,51.0,Female,Delhi,1375285.0,13,5901,1.0
1470,Divya Joshi,53.0,Female,Mumbai,618760.0,2,92980,2.0
1471,Swetha Nair,19.0,Male,Hyderabad,1103605.0,8,88597,4.0
1472,Meena Shah,32.0,Female,Chennai,525796.0,7,7881,1.0
1473,Nisha Shah,51.0,Female,MUMBAI,1020692.0,24,34863,4.0
1474,Rohit Nair,53.0,Female,Delhi,678745.0,12,10622,5.0
1475,Pallavi Shah,23.0,Female,Bangalore,887787.0,19,6378,4.0
1476,Sneha Das,56.0,Female,Kolkata,923812.0,7,88168,4.0
1477,Anjali Das,59.0,Female,Chennai,1085825.0,10,98847,2.0
1478,Kavya Sharma,29.0,Female,Bangalore,940796.0,29,76186,5.0
1479,Kavya Shah,20.0,Female,Mumbai,575203.0,25,50201,4.0
1480,Vijay Menon,62.0,Male,Hyderabad,594866.0,16,64251,4.0
1481,Sneha Joshi,35.0,Male,Pune,1025107.0,3,77572,5.0
1482,Sanjay Rao,57.0,Female,Hyderabad,786644.0,10,44255,5.0
1483,Manoj Menon,38.0,Female,Delhi,902416.0,6,68212,1.0
1484,Arun Raj,32.0,Male,Hyderabad,1266003.0,18,55210,2.0
1485,Neha Iyer,50.0,Male,Chennai,1300763.0,18,27499,5.0
1486,Kavya Joshi,52.0,Male,Hyderabad,926585.0,5,56628,5.0
1487,Mohan Iyer,43.0,Female,Delhi,1424846.0,21,66360,3.0
1488,Lakshmi Singh,25.0,Male,KOLKATA,581607.0,29,9603,5.0
1489,Mohan Rao,53.0,Female,Mumbai,1239336.0,7,98309,2.0
1490,Asha Singh,47.0,Female,Pune,1017286.0,28,90473,4.0
1491,Vijay Kapoor,40.0,Male,Mumbai,1279933.0,2,17632,4.0
1492,Aditya Sharma,59.0,Female,Hyderabad,1170095.0,11,35607,4.0
1493,Divya Nair,61.0,Female,Bangalore,1290950.0,13,96873,4.0
1494,Deepa Sharma,31.0,Female,Mumbai,1015791.0,23,70756,3.0
1495,Sanjay Iyer,31.0,Female,Kolkata,1216020.0,5,51994,5.0
1496,Vijay Verma,19.0,Male,Hyderabad,603827.0,6,68382,4.0
1497,Nisha Kumar,54.0,Male,Pune,1379833.0,24,75354,1.0
1498,Isha Kumar,22.0,Female,Delhi,311753.0,26,61344,4.0
1499,Asha Joshi,,Female,kolkata,1121206.0,29,58775,5.0
1500,Naveen Kumar,62.0,Male,Hyderabad,1321984.0,14,12349,4.0
1501,Suresh Raj,58.0,Female,Kolkata,374116.0,12,76154,3.0
1502,Pallavi Kapoor,150.0,Male,Mumbai,1272780.0,4,32464,2.0
1503,Aditya Rao,31.0,Female,Pune,905496.0,29,47624,2.0
1504,Sanjay Gupta,56.0,Female,Delhi,267413.0,23,42344,5.0
1505,Manoj Iyer,42.0,Male,Hyderabad,887938.0,6,88791,2.0
1506,Arun Sharma,37.0,Male,Chennai,1358076.0,10,29299,2.0
1507,Ravi Singh,19.0,Male,Delhi,-17443.0,18,52975,1.0
1508,Arun Raj,56.0,Male,Chennai,1354934.0,15,6462,5.0
1509,Swetha Verma,23.0,,Kolkata,316197.0,8,86441,5.0
1510,Meena Shah,,Male,Bangalore,743992.0,26,95456,2.0
1511,Manoj Raj,42.0,Female,Delhi,473492.0,9,86788,2.0
1512,Vijay Rao,45.0,Male,Kolkata,1035833.0,5,45581,2.0
1513,Rahul Raj,19.0,Male,Chennai,676070.0,10,76289,3.0
1514,Vikram Raj,52.0,F,Mumbai,326240.0,20,19175,4.0
1515,Rohit Raj,54.0,Male,Mumbai,485595.0,6,11191,3.0
1516,Divya Das,22.0,Male,Bangalore,1305544.0,16,88434,5.0
1517,Ramesh Kumar,18.0,Male,Delhi,539662.0,24,89518,1.0
1518,Rohit Mehta,57.0,Male,Delhi,1088357.0,27,85158,4.0
1519,Ravi Mehta,29.0,Female,Delhi,440920.0,3,71537,1.0
1520,Arun Singh,53.0,Female,Kolkata,1148332.0,10,52645,5.0
1521,Amit Iyer,62.0,Male,Pune,1129854.0,11,28283,5.0
1522,Sneha Mehta,40.0,Male,Pune,482076.0,11,91971,1.0
1523,Arun Kumar,64.0,Male,Bangalore,1321775.0,17,97759,1.0
1524,Anjali Joshi,48.0,Female,Delhi,687805.0,4,64123,1.0
1525,Priya Shah,28.0,Female,Kolkata,413187.0,4,35024,5.0
1526,Anjali Verma,27.0,Female,Mumbai,705150.0,17,54630,2.0
1527,Pallavi Das,20.0,Female,Chennai,759551.0,9,35734,1.0
1528,Priya Rao,31.0,Male,Kolkata,1304096.0,19,5515,4.0
1529,Isha Singh,33.0,Male,Pune,417527.0,5,71727,5.0
1530,Sanjay Sharma,27.0,Male,Pune,1020644.0,22,51216,3.0
1531,Pooja Kumar,46.0,Female,Mumbai,897652.0,24,76833,3.0
1532,Isha Shah,27.0,Male,Mumbai,1473697.0,6,63755,4.0
1533,Vijay Mehta,29.0,Female,Chennai,1237797.0,3,32856,2.0
1534,Deepa Gupta,47.0,Female,Mumbai,500144.0,22,78870,1.0
1535,Aditya Kumar,58.0,Male,Bangalore,314925.0,1,29162,5.0
1536,Swetha Kapoor,18.0,Male,Chennai,619360.0,20,11008,1.0
1537,Naveen Verma,22.0,Male,Mumbai,844557.0,22,12987,5.0
1538,Naveen Raj,37.0,Female,Hyderabad,1198458.0,16,67532,3.0
1539,Rohit Mehta,25.0,Female,Kolkata,1240121.0,23,8332,1.0
1540,Priya Gupta,60.0,Male,Mumbai,1398553.0,11,71323,4.0
1541,Ramesh Verma,29.0,Male,Bangalore,733442.0,13,43990,2.0
1542,Meena Joshi,18.0,Female,Delhi,1080371.0,27,14873,4.0
1543,Kavya Sharma,37.0,Male,Mumbai,1327921.0,10,87542,2.0
1544,Meena Sharma,45.0,Female,Pune,1029976.0,3,90761,1.0
1545,Priya Sharma,60.0,Female,Pune,1259869.0,9,41444,1.0
1546,Deepa Kapoor,54.0,Male,Pune,743814.0,28,40340,2.0
1547,Sanjay Singh,64.0,Male,Delhi,581310.0,12,10033,3.0
1548,Priya Patel,54.0,Male,Pune,347406.0,23,78324,5.0
1549,Aditya Rao,29.0,Male,Hyderabad,1214725.0,14,20689,4.0
1550,Arun Nair,54.0,Female,Mumbai,829223.0,1,92134,4.0
1551,Naveen Shah,61.0,Female,Pune,634583.0,18,5066,4.0
1552,Deepa Verma,45.0,Female,Chennai,1271436.0,17,50246,1.0
1553,Divya Singh,64.0,Male,Delhi,1044760.0,27,12533,4.0
1554,Manoj Raj,32.0,Female,Hyderabad,1314110.0,9,85639,5.0
1555,Mohan Patel,23.0,Male,Chennai,1252429.0,9,75152,5.0
1556,Divya Nair,61.0,Male,Chennai,1399122.0,23,395991,2.0
1557,Manoj Das,37.0,Male,Chennai,854489.0,10,43498,1.0
1558,Manoj Shah,31.0,Male,Chennai,1296439.0,19,16772,5.0
1559,Neha Nair,19.0,Male,Mumbai,1008761.0,29,94385,3.0
1560,Vijay Sharma,26.0,Male,Pune,481324.0,15,54036,1.0
1561,Meena Raj,54.0,Female,Kolkata,734273.0,5,63531,1.0
1562,Priya Iyer,12.0,M,Mumbai,1169424.0,15,17940,5.0
1563,Deepa Gupta,43.0,Female,Mumbai,556081.0,20,21932,3.0
1564,Suresh Joshi,46.0,Female,Hyderabad,975084.0,23,61827,2.0
1565,Suresh Singh,18.0,Male,Hyderabad,1441855.0,25,66431,5.0
1566,Naveen Menon,52.0,Male,Pune,1495422.0,28,29648,3.0
1567,Vikram Verma,23.0,Male,Kolkata,938332.0,2,37966,1.0
1568,Swetha Kapoor,54.0,Female,Hyderabad,976448.0,13,32777,3.0
1569,Suresh Rao,22.0,Male,Pune,-44361.0,24,37567,1.0
1570,Swetha Nair,50.0,Female,Pune,320463.0,16,22174,5.0
1571,Sneha Nair,31.0,Male,Bangalore,343500.0,15,47598,5.0
1572,Sneha Nair,29.0,Male,Kolkata,811446.0,25,64199,4.0
1573,Aditya Singh,59.0,Female,Hyderabad,1383183.0,10,18798,4.0
1574,Rahul Gupta,37.0,Female,KOLKATA,1019305.0,14,70364,4.0
1575,Mohan Joshi,150.0,Male,Mumbai,583840.0,10,22558,5.0
1576,Asha Iyer,60.0,Female,Mumbai,1097942.0,25,66084,2.0
1577,Pallavi Singh,51.0,Female,Kolkata,370076.0,14,49237,5.0
1578,Ramesh Raj,42.0,F,Bangalore,1357268.0,26,70497,3.0
1579,Vijay Sharma,46.0,Female,Bangalore,905129.0,23,5178,5.0
1580,Kavya Das,56.0,Female,Kolkata,967104.0,9,91006,5.0
1581,Mohan Rao,48.0,Male,Hyderabad,1052242.0,25,22118,1.0
1582,Rohit Rao,64.0,Male,Delhi,1172630.0,14,27616,1.0
1583,Arun Raj,60.0,Female,Bangalore,411081.0,3,5798,1.0
1584,Ravi Shah,40.0,Male,Chennai,1410294.0,20,12601,5.0
1585,Pallavi Mehta,,Male,Mumbai,774480.0,16,30363,2.0
1586,Priya Kumar,55.0,Female,Kolkata,497536.0,2,7795,3.0
1587,Lakshmi Das,37.0,Male,Chennai,286413.0,10,50264,3.0
1588,Amit Gupta,40.0,,Kolkata,1442464.0,3,77833,2.0
1589,Ravi Das,62.0,Female,Pune,1101480.0,11,8084,2.0
1590,Aditya Kapoor,33.0,Male,Mumbai,825228.0,11,81646,3.0
1591,Aditya Rao,59.0,Female,Mumbai,814430.0,21,5731,4.0
1592,Naveen Nair,25.0,Female,Bangalore,286468.0,21,-16721,1.0
1593,Deepa Gupta,38.0,Female,Bangalore,1198202.0,22,33022,1.0
1594,Swetha Iyer,18.0,Female,Chennai,916015.0,13,6605,3.0
1595,Manoj Das,25.0,Female,Pune,1477545.0,7,82506,2.0
1596,Sneha Kumar,46.0,Male,Kolkata,1176863.0,23,49130,4.0
1597,Anjali Kumar,49.0,Male,Pune,1165480.0,17,34265,3.0
1598,Rahul Iyer,55.0,Female,Mumbai,292056.0,2,37330,1.0
1599,Neha Kapoor,22.0,Female,Chennai,301831.0,12,73469,5.0
1600,Naveen Kapoor,64.0,Male,Delhi,1095623.0,25,-1934,2.0
1601,Nisha Rao,39.0,Female,Chennai,1023952.0,10,30791,5.0
1602,Lakshmi Das,64.0,Male,Hyderabad,1158380.0,18,95436,3.0
1603,Kavya Verma,51.0,Female,Chennai,676488.0,22,75610,1.0
1604,Lakshmi Nair,18.0,Female,Pune,882405.0,27,96962,4.0
1605,Priya Iyer,43.0,Female,Hyderabad,526815.0,11,44867,5.0
1606,Pallavi Mehta,60.0,Female,Hyderabad,1243778.0,16,5893,4.0
1607,Sanjay Nair,27.0,Female,Hyderabad,818242.0,17,24773,1.0
1608,Ramesh Verma,47.0,Female,Delhi,483192.0,19,9239,5.0
1609,Rahul Kapoor,35.0,Female,Chennai,775005.0,18,25863,4.0
1610,Vikram Mehta,34.0,Male,Pune,1479458.0,3,56415,4.0
1611,Suresh Kapoor,12.0,M,Chennai,1417272.0,21,73968,5.0
1612,Kavya Iyer,25.0,Male,Delhi,1262140.0,27,65430,1.0
1613,Asha Das,64.0,Female,Mumbai,254994.0,26,6515,4.0
1614,Meena Singh,57.0,Female,Bangalore,1040666.0,16,19605,3.0
1615,Ramesh Kapoor,29.0,Female,Pune,319300.0,6,61240,5.0
1616,Aditya Verma,44.0,Female,Pune,556093.0,25,10586,2.0
1617,Vijay Shah,25.0,Female,Chennai,811693.0,12,-12419,2.0
1618,Divya Verma,,Female,Bangalore,766479.0,11,-2986,1.0
1619,Aditya Kumar,63.0,Female,Kolkata,589679.0,15,88087,3.0
1620,Karthik Rao,21.0,M,Kolkata,1350293.0,15,92029,4.0
1621,Pallavi Mehta,50.0,Female,Delhi,1301339.0,16,25711,2.0
1622,Pooja Menon,18.0,Male,Kolkata,605054.0,10,-8797,1.0
1623,Manoj Iyer,36.0,Male,Pune,1354056.0,12,25039,3.0
1624,Neha Menon,48.0,Female,Kolkata,,28,41561,3.0
1625,Sneha Das,33.0,Female,Mumbai,930667.0,13,80483,1.0
1626,Rahul Menon,31.0,Male,Mumbai,1001731.0,4,86395,1.0
1627,Amit Sharma,22.0,Male,Mumbai,1375424.0,7,93658,4.0
1628,Naveen Patel,150.0,Female,Kolkata,1466593.0,22,6577,1.0
1629,Naveen Rao,43.0,Female,Delhi,1042908.0,2,33350,4.0
1630,Priya Kapoor,,Male,Hyderabad,694972.0,26,38798,4.0
1631,Anjali Nair,19.0,Female,HYDERABAD,692899.0,27,86417,5.0
1632,Manoj Shah,23.0,Female,Bangalore,731215.0,27,15785,3.0
1633,Ramesh Das,26.0,Female,Hyderabad,950636.0,27,77227,3.0
1634,Ravi Raj,12.0,Male,Hyderabad,670162.0,15,66957,3.0
1635,Meena Patel,58.0,Male,Mumbai,1020050.0,8,70431,5.0
1636,Pallavi Joshi,42.0,Male,Mumbai,-99447.0,7,22297,4.0
1637,Priya Gupta,,Female,Kolkata,295095.0,15,76894,4.0
1638,Nisha Gupta,26.0,Female,Bangalore,642118.0,23,68772,1.0
1639,Amit Rao,30.0,Male,Chennai,600067.0,14,24581,5.0
1640,Vijay Menon,48.0,Male,Pune,1407738.0,8,60192,1.0
1641,Arun Raj,58.0,Male,bangalore,633071.0,28,6462,5.0
1642,Isha Raj,28.0,Female,Bangalore,520170.0,12,69173,1.0
1643,Meena Rao,21.0,Male,Delhi,521421.0,13,20511,2.0
1644,Vikram Joshi,51.0,Male,Kolkata,,11,81106,3.0
1645,Sneha Mehta,55.0,Female,Delhi,690880.0,17,53665,3.0
1646,Suresh Mehta,63.0,Female,Bangalore,1084440.0,29,49414,4.0
1647,Deepa Mehta,21.0,Female,Bangalore,906030.0,17,86010,2.0
1648,Nisha Verma,55.0,Male,Bangalore,923249.0,24,77573,3.0
1649,Ravi Verma,36.0,Female,Hyderabad,949895.0,4,98665,4.0
1650,Rahul Singh,23.0,Female,Pune,590686.0,21,18386,2.0
1651,Anjali Raj,51.0,Male,Pune,495144.0,8,59460,3.0
1652,Sneha Nair,35.0,Female,Delhi,1494360.0,5,11221,1.0
1653,Meena Sharma,30.0,Male,Bangalore,1184137.0,26,28474,5.0
1654,Neha Shah,,Male,,1026505.0,16,26045,2.0
1655,Suresh Patel,40.0,F,Mumbai,1202164.0,4,96319,4.0
1656,Naveen Rao,36.0,Female,Pune,581119.0,28,9922,2.0
1657,Isha Kumar,62.0,Female,Kolkata,1461820.0,22,27706,4.0
1658,Deepa Nair,28.0,Female,Kolkata,702413.0,29,47771,2.0
1659,Meena Singh,18.0,Female,Pune,1399734.0,15,57335,4.0
1660,Deepa Menon,41.0,Female,Mumbai,1226351.0,12,57949,3.0
1661,Priya Kapoor,24.0,Male,Kolkata,1113731.0,5,75714,1.0
1662,Suresh Nair,42.0,Male,Hyderabad,1056608.0,23,20240,3.0
1663,Pallavi Singh,38.0,Female,Pune,1362548.0,16,96756,1.0
1664,Amit Shah,32.0,Male,Hyderabad,1156450.0,14,7716,3.0
1665,Vijay Rao,18.0,Female,pune,532140.0,10,21574,3.0
1666,Pallavi Rao,29.0,Male,Chennai,898456.0,7,88255,2.0
1667,Sneha Singh,24.0,Male,Chennai,1465358.0,13,78717,5.0
1668,Neha Kumar,32.0,Male,CHENNAI,1421675.0,20,49066,4.0
1669,Neha Kumar,38.0,Female,Kolkata,808981.0,28,66826,4.0
1670,Pooja Kapoor,,Male,Hyderabad,358944.0,29,25213,4.0
1671,Arun Das,46.0,,Hyderabad,497572.0,5,76916,1.0
1672,Lakshmi Joshi,42.0,Male,Hyderabad,447097.0,29,71151,4.0
1673,Meena Raj,50.0,Male,Mumbai,1080948.0,3,323947,4.0
1674,Deepa Gupta,49.0,Male,Hyderabad,862084.0,15,5463,2.0
1675,Sneha Iyer,52.0,Male,Mumbai,538213.0,4,36973,3.0
1676,Suresh Singh,61.0,Male,Chennai,1223737.0,15,79694,4.0
1677,Arun Rao,55.0,Female,Chennai,1383387.0,14,25651,5.0
1678,Asha Nair,43.0,Female,Kolkata,1488697.0,20,73694,4.0
1679,Divya Raj,28.0,Male,Pune,630172.0,19,25008,1.0
1680,Vikram Das,52.0,Male,Chennai,,13,75474,1.0
1681,Pooja Sharma,25.0,Male,Pune,791287.0,10,43185,1.0
1682,Amit Nair,63.0,Male,Pune,1494199.0,21,92924,4.0
1683,Priya Patel,31.0,Female,Kolkata,945532.0,5,79417,2.0
1684,Arun Kapoor,27.0,Male,Bangalore,545866.0,27,76139,5.0
1685,Vijay Menon,19.0,Female,Bangalore,1047057.0,23,39980,4.0
1686,Manoj Menon,63.0,Male,Delhi,448237.0,20,27504,2.0
1687,Suresh Kapoor,26.0,Female,,781147.0,29,59970,2.0
1688,Nisha Rao,20.0,Male,Delhi,1209113.0,20,21766,4.0
1689,Vikram Singh,38.0,Male,Delhi,1210811.0,25,98922,4.0
1690,Deepa Kapoor,43.0,Female,Bangalore,885274.0,6,16695,2.0
1691,Manoj Raj,25.0,Male,Kolkata,1089385.0,4,22796,2.0
1692,Deepa Shah,19.0,Male,Bangalore,299522.0,2,47543,2.0
1693,Pooja Sharma,23.0,Male,Delhi,480233.0,22,19559,4.0
1694,Lakshmi Raj,45.0,Female,Kolkata,648102.0,16,38139,2.0
1695,Nisha Gupta,46.0,Male,Delhi,257485.0,18,13802,1.0
1696,Ravi Sharma,43.0,Male,Hyderabad,362701.0,5,479945,4.0
1697,Pooja Singh,42.0,Female,Pune,457352.0,22,273055,1.0
1698,Rahul Kumar,29.0,Female,Kolkata,434514.0,4,39159,3.0
1699,Anjali Joshi,22.0,Female,Kolkata,695093.0,13,16516,4.0
1700,Isha Shah,51.0,Male,Pune,1048658.0,19,55492,3.0
1701,Mohan Nair,54.0,Male,delhi,867693.0,23,34086,2.0
1702,Suresh Menon,32.0,Male,Hyderabad,1255535.0,2,35480,
1703,Vijay Mehta,61.0,Female,Mumbai,287019.0,13,57091,5.0
1704,Kavya Mehta,53.0,Male,Pune,1212452.0,11,52766,2.0
1705,Rahul Raj,32.0,Male,Bangalore,839421.0,22,43737,3.0
1706,Vijay Raj,60.0,Female,Delhi,629747.0,29,14265,2.0
1707,Ramesh Gupta,40.0,Female,Pune,408598.0,4,75990,4.0
1708,Lakshmi Das,23.0,Female,Pune,902873.0,22,96717,2.0
1709,Deepa Patel,63.0,Female,Kolkata,1079827.0,20,20386,5.0
1710,Aditya Iyer,61.0,Female,Bangalore,667247.0,20,42425,2.0
1711,Divya Menon,60.0,Male,Bangalore,,15,48254,3.0
1712,Asha Nair,62.0,Female,Bangalore,1205205.0,4,94863,3.0
1713,Anjali Verma,38.0,Male,pune,624743.0,9,58634,2.0
1714,Anjali Mehta,40.0,Male,Mumbai,275939.0,7,91717,3.0
1715,Ramesh Iyer,60.0,Female,Chennai,1216649.0,19,52662,3.0
1716,Meena Kumar,33.0,Female,Delhi,1187828.0,19,91988,5.0
1717,Vikram Kapoor,64.0,Female,Chennai,1452515.0,6,92527,4.0
1718,Naveen Kumar,32.0,Male,Pune,1036635.0,6,80452,5.0
1719,Aditya Kumar,42.0,Female,Chennai,,20,15143,1.0
1720,Arun Kapoor,53.0,Female,Pune,1183403.0,15,96391,5.0
1721,Vikram Sharma,28.0,Female,Chennai,778036.0,15,20581,2.0
1722,Lakshmi Raj,32.0,Female,Bangalore,1117196.0,25,72443,4.0
1723,Anjali Nair,21.0,Female,Hyderabad,1450532.0,20,34424,2.0
1724,Ramesh Verma,38.0,Male,Bangalore,1454831.0,9,93844,1.0
1725,Ramesh Rao,30.0,Male,Bangalore,1249074.0,4,46984,
1726,Meena Singh,39.0,Male,Kolkata,714462.0,18,46505,3.0
1727,Karthik Singh,36.0,Female,Kolkata,1144468.0,18,67699,5.0
1728,Anjali Das,51.0,Female,Chennai,924619.0,5,31957,2.0
1729,Neha Kapoor,31.0,Female,Pune,1152957.0,20,30464,1.0
1730,Naveen Iyer,21.0,Male,Bangalore,597823.0,23,28649,3.0
1731,Arun Patel,63.0,Female,Chennai,1424405.0,11,47065,5.0
